epoch,train_loss,val_loss,val_roc_auc_score
1,0.6517569899089694,0.5619634389877319,0.8335710416044756
2,0.5655412358327174,0.4890844225883484,0.8550255950998928
3,0.5269244527957571,0.4897577464580536,0.8630966201200704
4,0.5120325991957206,0.4527318477630615,0.8665019293066658
5,0.49890584833040014,0.4878481924533844,0.8694041814543324
6,0.4907275123859015,0.4189389646053314,0.8674693466892214
7,0.4830486011786724,0.4476780593395233,0.8700067442811813
8,0.47668773217464055,0.4279836118221283,0.8651586011697459
9,0.4736531741741135,0.4405265152454376,0.870366070737559
10,0.46875452660904154,0.46401694416999817,0.8724059393899191
11,0.46126299052257236,0.41011640429496765,0.8714329939080345
12,0.4573025279275076,0.4406124949455261,0.8725496699724701
13,0.4552147245313239,0.39898979663848877,0.8710183864583679
14,0.4513723634359405,0.4510270059108734,0.8711234203456169
15,0.4419774633692944,0.44274744391441345,0.8692715070704391
16,0.44159626702624044,0.4566209614276886,0.8701615310623901
17,0.43742713871903305,0.4049866199493408,0.8696418897254746
18,0.4335988748261309,0.44687753915786743,0.8652636350569947
19,0.4327111876621021,0.4138837456703186,0.8705982509093724
20,0.432787261609956,0.45248955488204956,0.8687684500315103
21,0.42813084996122075,0.4170491099357605,0.8697358674140657
22,0.4237512564799917,0.40813419222831726,0.8667562218757948
