epoch,train_loss,val_loss,val_roc_auc_score
1,1.3224884008798075,0.5227548480033875,0.8457494444260175
2,1.2539023440184556,0.4975314140319824,0.8455393766515196
3,1.2706827791187707,0.49122926592826843,0.8500060809092616
4,1.2328727013013494,0.49941539764404297,0.846816367596493
5,1.247334535431674,0.49703657627105713,0.8494643271750306
6,1.205081301176642,0.5090559124946594,0.8526485123884706
7,1.1867427220494728,0.48691678047180176,0.8513438809468529
8,1.2269675374969722,0.527508556842804,0.8516202859132973
9,1.1762117095819609,0.5438961982727051,0.8487898990569063
10,1.1712828529631998,0.5076282024383545,0.8512554313575906
11,1.1455158588923806,0.470936119556427,0.8490497197253641
12,1.2309273033160864,0.4775589108467102,0.8502659015777196
13,1.1510122376164114,0.4863991439342499,0.8511946222649728
14,1.1821269564271912,0.5799601078033447,0.8502659015777195
15,1.1778280272727877,0.4784455895423889,0.8422667418488174
16,1.1331330997737374,0.5811483263969421,0.8545059537629772
17,1.1196931851661112,0.529011070728302,0.8504980817495329
18,1.103857903264639,0.5424898266792297,0.8456112419427952
19,1.1350981236442805,0.5476047396659851,0.8414651674461286
20,1.106622364342682,0.5108426809310913,0.8446991055535287
21,1.0962013865080404,0.5489675998687744,0.8366225524340221
22,1.0820107506954764,0.5316175222396851,0.836478821851471
23,1.10051149927725,0.5290762782096863,0.8394695235883998
24,1.0762111896605004,0.5490760207176208,0.8423717757360665
25,1.0847023683270132,0.5887480974197388,0.8365506871427465
26,1.1367929188285286,0.5760912299156189,0.8330292878702446
