epoch,train_loss,val_loss,val_roc_auc_score
1,0.7711278687393854,0.482921302318573,0.7886927141812339
2,0.5668879368948558,0.5842965245246887,0.8186219470740325
3,0.5498907007868328,0.5254539251327515,0.8283356853696474
4,0.5246583450408209,0.5128677487373352,0.82685235735844
5,0.556151642212792,0.5535731911659241,0.8434625408172726
6,0.5169233670310368,0.5280508399009705,0.8415465754694631
7,0.4862964777719407,0.5590388774871826,0.8419792128060651
8,0.4852984363124484,0.5673739314079285,0.8411551416887277
9,0.4809489756349533,0.4663362205028534,0.8483966666323304
10,0.4710839868537963,0.5183265805244446,0.8469133386211231
11,0.4619834730549464,0.5272419452667236,0.8488911093027329
12,0.47009567230466814,0.3797265887260437,0.847402630847042
13,0.4671731482422541,0.5141361355781555,0.8399550881241051
14,0.46530764727365403,0.5095528364181519,0.8506113577601748
15,0.5230427171502795,0.756868302822113,0.8392546276743683
16,1.1691115683033353,1.9584181308746338,0.7749667796330821
17,0.9293819817285689,0.6860565543174744,0.5
18,0.6953779998279753,0.6941935420036316,0.5
19,0.6961874924008808,0.6949458122253418,0.5
20,0.714899342211466,0.6945849657058716,0.5
21,0.6931473962844364,0.6931653618812561,0.5
22,0.6931471796262831,0.6931455731391907,0.5
23,0.6931471824645996,0.6931470632553101,0.5
24,0.6931471834107051,0.6931470632553101,0.5
