epoch,train_loss,val_loss,val_roc_auc_score
1,0.636444986103073,0.5515128970146179,0.7661646700110218
2,0.5666559335021746,0.5256236791610718,0.7753479125248508
3,0.5406386421786414,0.5055719614028931,0.7863235097188888
4,0.5240903905932865,0.5003615021705627,0.7938071055532092
5,0.5135420183577235,0.4989195466041565,0.8059261014225527
6,0.5013161042616481,0.4511735439300537,0.8133839450344564
7,0.4946675373921319,0.5159351825714111,0.8227268513272694
8,0.48715428605912225,0.4966093599796295,0.8287013669279658
9,0.4806059662784849,0.4880572557449341,0.8290567475973176
10,0.47631034438335706,0.4741647243499756,0.8322139700656166
11,0.47001914727309396,0.4611794054508209,0.8361695114288363
12,0.4629253361906324,0.47947680950164795,0.8376579898845271
13,0.46244047670846894,0.4760747253894806,0.8385181141132481
14,0.4567026758477801,0.4542042315006256,0.840598893684525
15,0.4489065571318543,0.4832240343093872,0.8396615127885535
16,0.44878796582657193,0.49403637647628784,0.8400374952358388
17,0.44159069125141415,0.456596314907074,0.8426539210333851
18,0.44101324541464687,0.49870648980140686,0.8395173003430196
19,0.4356448319223192,0.4376378059387207,0.8380700254431958
20,0.4356748650944422,0.45111730694770813,0.841103637243894
21,0.431750237350426,0.47996070981025696,0.847788914183294
22,0.4298093086552052,0.4367663562297821,0.8464343472841707
23,0.4256959003470247,0.44599997997283936,0.8481391444081625
24,0.4206201931432126,0.45361658930778503,0.8474798875142925
25,0.41698514723352026,0.41695448756217957,0.8435191957065895
26,0.4210322464387568,0.4407142102718353,0.8484687728550974
27,0.41424750589898657,0.4822295606136322,0.8487829499685824
28,0.41427500794331235,0.44358229637145996,0.8470575510666569
29,0.4107475611307318,0.44401875138282776,0.843570700151423
30,0.403891211109502,0.4493996798992157,0.8455175681661329
31,0.40587150234551655,0.45815664529800415,0.8461150197262024
32,0.4026869899696774,0.46584784984588623,0.8461716746155195
33,0.39607077712814015,0.4715343415737152,0.8466094623966048
34,0.3984958702727916,0.46124815940856934,0.847861020406061
35,0.3954987069444051,0.48866894841194153,0.8455793734999331
36,0.3959786059955756,0.47673195600509644,0.8482370028533462
37,0.3930010824567742,0.4836319386959076,0.8425097085878512
