epoch,train_loss,val_loss,val_roc_auc_score
1,0.7107527644026513,0.8222061991691589,0.4758423913043478
2,0.711400489246144,0.8245462775230408,0.49124999999999996
3,0.7103180364066479,0.8230009078979492,0.496929347826087
4,0.7122871714479783,0.8227861523628235,0.475125
5,0.7134315712779176,0.8211851119995117,0.497554347826087
6,0.7109865913204119,0.821937620639801,0.48797282608695647
7,0.7121777987947651,0.8211649060249329,0.48817391304347824
8,0.7123246118134143,0.819343090057373,0.491445652173913
9,0.7119782373016956,0.8183903098106384,0.4887228260869566
10,0.7095542907714844,0.8236094117164612,0.4871521739130435
