epoch,train_loss,val_loss,val_roc_auc_score
1,0.7745436653494835,0.6613308191299438,0.7129147456521499
2,0.6027791434898973,0.7497060298919678,0.8258206463453736
3,0.5282752956263721,0.5641521215438843,0.8526816809844439
4,0.4933544625528157,0.7183602452278137,0.8599787720985772
5,0.4976641056127846,0.5169557929039001,0.8624885291938925
6,0.5004322631284595,0.6250839829444885,0.8615321680099948
7,0.4830385516397655,0.6084825396537781,0.857750948069035
8,0.48725463869050145,0.6846408247947693,0.8587128373522616
9,0.47031396022066474,0.35523271560668945,0.8676794144637191
10,0.467399078886956,0.5442526936531067,0.8660596813603547
11,0.46061993995681405,0.4843054711818695,0.8680553252180835
12,0.4567122170701623,0.5611427426338196,0.8698409013013145
13,0.45986143313348293,0.35859623551368713,0.8765520138865855
14,0.4842971386387944,0.4794793725013733,0.8599511316019326
15,0.46277192514389753,0.5422508716583252,0.8695368558382257
16,0.4806522657163441,0.5880225896835327,0.8520127809656484
17,0.4843569160439074,0.4887550175189972,0.8582263646113193
18,0.47594612231478095,0.5117968916893005,0.8596249737415282
19,0.48863230366259813,0.764839768409729,0.8575740488905105
20,0.4807388256303966,0.6362072825431824,0.8435658451911063
21,0.6546822041273117,40.09873962402344,0.7895452585492055
22,10.743972917087376,0.7014850378036499,0.5
23,0.6931547420099378,0.6931897401809692,0.5
