epoch,train_loss,val_loss,val_roc_auc_score
1,0.7038927119511824,0.6115804314613342,0.5228694775679428
2,0.7031866422066322,0.6157214045524597,0.5052648928954058
3,0.7041801904256527,0.615432858467102,0.48820549881769715
4,0.7058929773477408,0.61272132396698,0.5062728615532861
5,0.703896183692492,0.6108423471450806,0.548439550407942
6,0.7042038536988772,0.6156853437423706,0.5019874099009147
7,0.7059583496588927,0.6130178570747375,0.5189453731702833
8,0.7076946668899976,0.6146837472915649,0.4906081410902544
9,0.7069182235461015,0.6189826130867004,0.4735487470125458
10,0.7052265121386602,0.6129390597343445,0.5144317021991467
