epoch,train_loss,val_loss,val_roc_auc_score
1,0.6978509256491077,0.71234530210495,0.4660578126778195
2,0.6978662831510009,0.7128473520278931,0.4562421759417321
3,0.6981468558782645,0.7096335291862488,0.4912029133947878
4,0.6982808016505637,0.7109137773513794,0.4870205986115853
5,0.7010805821230289,0.708461582660675,0.49509502674405376
6,0.6981478990773439,0.7081880569458008,0.501536360532605
7,0.6980704486134495,0.7080572843551636,0.4882895186070331
8,0.6975950457361847,0.7126794457435608,0.47425742574257423
9,0.6969437111507762,0.7122252583503723,0.4956242175941732
10,0.6980160816384869,0.7089077234268188,0.5077557755775578
