epoch,train_loss,val_loss,val_roc_auc_score
1,0.6983895779130943,0.7552412748336792,0.49063865909534277
2,0.6995762724325476,0.7479979395866394,0.5350437354676452
3,0.699481502472167,0.7521937489509583,0.48642592387550554
4,0.6966100943041038,0.7514962553977966,0.4785909745179608
5,0.7004300707364938,0.7504045367240906,0.48698480989966414
6,0.6981725246307859,0.7501453757286072,0.5068305362669576
7,0.7001755524916478,0.7474950551986694,0.5112014467766512
8,0.7000275679318554,0.7546419501304626,0.4794240310445369
9,0.7003201353122513,0.7492489814758301,0.5141751422259482
10,0.6986070337048564,0.7488200068473816,0.525679758308157
