epoch,train_loss,val_loss,val_roc_auc_score
1,0.8543776246634397,0.63062584400177,0.7381434409327785
2,0.5984142282695482,0.6112337708473206,0.8024219247928617
3,0.5577736072468035,0.6009010076522827,0.8487859133455805
4,0.5675251398122672,0.3151818513870239,0.8409940139216936
5,0.5867019218928886,0.4360130727291107,0.848573463802347
6,0.5317123875473485,0.6116043925285339,0.8480360914282858
7,0.5030714314092289,0.8565032482147217,0.849960634349342
8,0.49447550331101275,0.37288984656333923,0.8626076306877117
9,0.4911014126105742,0.5030531287193298,0.8318024469188567
10,0.4835271257342714,0.6679058074951172,0.8547157550081854
11,0.4839124566677845,0.29732707142829895,0.8641072745223011
12,0.5080501491373236,4.8804731369018555,0.8583492670490757
13,0.5262743898413398,0.5759397745132446,0.8644884339969258
14,0.5127166983756152,0.3400948643684387,0.853897199415139
15,0.5393038947473873,0.5793890357017517,0.8528162061510391
16,0.5380449064753272,0.36044734716415405,0.8627138554593283
17,0.4982979902715394,1.6021636724472046,0.855340606605931
18,0.4746473914746082,0.5104659795761108,0.8628825653907197
19,0.49120156105720636,0.2819547653198242,0.8539971756707783
20,0.6129093341755144,0.2909546494483948,0.8559998250415528
21,0.5110457304752234,0.5642116665840149,0.8549407015833741
22,0.5891185953761592,0.6176908016204834,0.826166285507192
23,0.5506855019114234,0.7697976231575012,0.8553343580899536
